sector,cam_ccd,orbit,rms_date,ra,dec,suspected source type,notes,plot_file,lc_file,fcol,frow
101,cam4_ccd3,o2a,4116,324.9914880603834,-61.07297884887809,,,sector101/multiple/lc_outcatrms_day_4116_cam4_ccd3_cand32cam4_ccd3.jpg,lc/lc_outcatrms_day_4116_cam4_ccd3_cand32.txt,1926.9329,85.4428
101,cam1_ccd2,o2a,4118,193.92051822488165,-33.94420329859694,,,sector101/multiple/lc_outcatrms_day_4118_cam1_ccd2_cand64cam1_ccd2.jpg,lc/lc_outcatrms_day_4118_cam1_ccd2_cand64.txt,1001.7933,920.7569
101,cam2_ccd1,o2a,4118,196.99618091781883,-55.14213468624715,,,sector101/multiple/lc_outcatrms_day_4118_cam2_ccd1_cand81cam2_ccd1.jpg,lc/lc_outcatrms_day_4118_cam2_ccd1_cand81.txt,1881.5773,1610.1736
101,cam3_ccd3,o2a,4118,234.86760761188495,-78.57324819484936,,,sector101/multiple/lc_outcatrms_day_4118_cam3_ccd3_cand40cam3_ccd3.jpg,lc/lc_outcatrms_day_4118_cam3_ccd3_cand40.txt,987.8496,1241.3962
101,cam4_ccd1,o2a,4118,296.5792722384485,-69.77100270403315,,,sector101/multiple/lc_outcatrms_day_4118_cam4_ccd1_cand33cam4_ccd1.jpg,lc/lc_outcatrms_day_4118_cam4_ccd1_cand33.txt,2037.4135,1635.6293
101,cam4_ccd4,o2a,4118,300.26973558105965,-57.45257091223871,,,sector101/multiple/lc_outcatrms_day_4118_cam4_ccd4_cand36cam4_ccd4.jpg,lc/lc_outcatrms_day_4118_cam4_ccd4_cand36.txt,1760.9108,1192.4471
101,cam1_ccd1,o2a,4119,179.714661576027,-40.65694061565971,,,sector101/multiple/lc_outcatrms_day_4119_cam1_ccd1_cand50cam1_ccd1.jpg,lc/lc_outcatrms_day_4119_cam1_ccd1_cand50.txt,921.7513,513.857
101,cam3_ccd2,o2a,4119,196.3420653514653,-66.80061525564649,,,sector101/multiple/lc_outcatrms_day_4119_cam3_ccd2_cand74cam3_ccd2.jpg,lc/lc_outcatrms_day_4119_cam3_ccd2_cand74.txt,1246.1478,194.4199
101,cam3_ccd2,o2a,4119,197.2873186224532,-68.3303387240399,,,sector101/multiple/lc_outcatrms_day_4119_cam3_ccd2_cand75cam3_ccd2.jpg,lc/lc_outcatrms_day_4119_cam3_ccd2_cand75.txt,1301.9776,472.1849
101,cam4_ccd4,o2a,4119,306.09491369499244,-53.903592094150994,,,sector101/multiple/lc_outcatrms_day_4119_cam4_ccd4_cand41cam4_ccd4.jpg,lc/lc_outcatrms_day_4119_cam4_ccd4_cand41.txt,1947.2288,328.8218
101,cam1_ccd2,o2b,4120,198.50403962769954,-29.06662243049661,,,sector101/multiple/lc_outcatrms_day_4120_cam1_ccd2_cand71cam1_ccd2.jpg,lc/lc_outcatrms_day_4120_cam1_ccd2_cand71.txt,1998.6936,1386.0571
101,cam1_ccd4,o2b,4120,178.5661730961239,-19.09105870758993,,,sector101/multiple/lc_outcatrms_day_4120_cam1_ccd4_cand5cam1_ccd4.jpg,lc/lc_outcatrms_day_4120_cam1_ccd4_cand5.txt,297.2616,38.4481
101,cam2_ccd1,o2b,4120,200.26699201700293,-56.773985634057084,,,sector101/multiple/lc_outcatrms_day_4120_cam2_ccd1_cand95cam2_ccd1.jpg,lc/lc_outcatrms_day_4120_cam2_ccd1_cand95.txt,2020.4526,1214.0364
101,cam3_ccd3,o2b,4120,244.30593453382497,-84.06998226496863,,,sector101/multiple/lc_outcatrms_day_4120_cam3_ccd3_cand46cam3_ccd3.jpg,lc/lc_outcatrms_day_4120_cam3_ccd3_cand46.txt,173.4269,604.854
101,cam3_ccd3,o2b,4121,257.2397715185781,-75.89271942843743,,,sector101/multiple/lc_outcatrms_day_4121_cam3_ccd3_cand48cam3_ccd3.jpg,lc/lc_outcatrms_day_4121_cam3_ccd3_cand48.txt,1674.2983,563.7601
101,cam3_ccd3,o2b,4121,232.20152918707993,-71.06231969644786,,,sector101/multiple/lc_outcatrms_day_4121_cam3_ccd3_cand51cam3_ccd3.jpg,lc/lc_outcatrms_day_4121_cam3_ccd3_cand51.txt,2054.7762,1982.6967
101,cam2_ccd2,o2b,4122,215.2130724523681,-50.51597533570717,,,sector101/multiple/lc_outcatrms_day_4122_cam2_ccd2_cand61cam2_ccd2.jpg,lc/lc_outcatrms_day_4122_cam2_ccd2_cand61.txt,1734.5296,1172.6281
101,cam2_ccd3,o2b,4122,191.4691019371677,-41.37156691609243,,,sector101/multiple/lc_outcatrms_day_4122_cam2_ccd3_cand49cam2_ccd3.jpg,lc/lc_outcatrms_day_4122_cam2_ccd3_cand49.txt,1975.9942,168.782
101,cam3_ccd1,o2b,4122,241.50455117130483,-60.23948021721663,,,sector101/multiple/lc_outcatrms_day_4122_cam3_ccd1_cand126cam3_ccd1.jpg,lc/lc_outcatrms_day_4122_cam3_ccd1_cand126.txt,274.4691,1981.7035
101,cam3_ccd2,o2b,4122,189.16894852557016,-69.90615684997405,,,sector101/multiple/lc_outcatrms_day_4122_cam3_ccd2_cand90cam3_ccd2.jpg,lc/lc_outcatrms_day_4122_cam3_ccd2_cand90.txt,1895.7807,518.0865
101,cam4_ccd2,o2b,4122,304.9927493652703,-77.96645146327803,,,sector101/multiple/lc_outcatrms_day_4122_cam4_ccd2_cand52cam4_ccd2.jpg,lc/lc_outcatrms_day_4122_cam4_ccd2_cand52.txt,1263.7894,1167.0641
101,cam4_ccd1,o2b,4123,271.95449308629395,-64.25771522153272,,,sector101/multiple/lc_outcatrms_day_4123_cam4_ccd1_cand47cam4_ccd1.jpg,lc/lc_outcatrms_day_4123_cam4_ccd1_cand47.txt,587.4633,347.7978
101,cam4_ccd1,o2b,4123,289.5257974722852,-59.68460937088973,,,sector101/multiple/lc_outcatrms_day_4123_cam4_ccd1_cand49cam4_ccd1.jpg,lc/lc_outcatrms_day_4123_cam4_ccd1_cand49.txt,241.2906,1967.5504
101,cam1_ccd2,o2b,4124,194.88838841174834,-27.57224072840519,,,sector101/multiple/lc_outcatrms_day_4124_cam1_ccd2_cand86cam1_ccd2.jpg,lc/lc_outcatrms_day_4124_cam1_ccd2_cand86.txt,1590.3527,1864.6314
101,cam1_ccd4,o2b,4124,173.50033767768414,-23.510658451908263,,,sector101/multiple/lc_outcatrms_day_4124_cam1_ccd4_cand110cam1_ccd4.jpg,lc/lc_outcatrms_day_4124_cam1_ccd4_cand110.txt,1302.6336,561.8011
101,cam2_ccd3,o2b,4124,199.22171535319245,-48.292300114719005,,,sector101/multiple/lc_outcatrms_day_4124_cam2_ccd3_cand56cam2_ccd3.jpg,lc/lc_outcatrms_day_4124_cam2_ccd3_cand56.txt,1660.2117,1677.5246
101,cam1_ccd2,o2b,4125,190.36607813964767,-29.793752386491303,,,sector101/multiple/lc_outcatrms_day_4125_cam1_ccd2_cand92cam1_ccd2.jpg,lc/lc_outcatrms_day_4125_cam1_ccd2_cand92.txt,800.6677,1787.6881
102,cam1_ccd4,o1a,4127,194.04465301188912,-34.31258534501488,,,sector102/multiple/lc_outcatrms_day_4127_cam1_ccd4_cand1cam1_ccd4.jpg,lc/lc_outcatrms_day_4127_cam1_ccd4_cand1.txt,1837.6311,554.948
102,cam1_ccd4,o1a,4127,194.0186764732359,-34.32297977400926,,,sector102/multiple/lc_outcatrms_day_4127_cam1_ccd4_cand2cam1_ccd4.jpg,lc/lc_outcatrms_day_4127_cam1_ccd4_cand2.txt,1841.8962,555.7492
102,cam1_ccd4,o1a,4127,202.4669507387113,-32.69861884205659,,,sector102/multiple/lc_outcatrms_day_4127_cam1_ccd4_cand4cam1_ccd4.jpg,lc/lc_outcatrms_day_4127_cam1_ccd4_cand4.txt,556.5397,649.4742
102,cam1_ccd3,o1a,4128,207.89143256924868,-31.490275224677696,,,sector102/multiple/lc_outcatrms_day_4128_cam1_ccd3_cand38cam1_ccd3.jpg,lc/lc_outcatrms_day_4128_cam1_ccd3_cand38.txt,1905.0233,731.0032
102,cam2_ccd4,o1a,4128,219.23491410855237,-57.34715991976883,,,sector102/multiple/lc_outcatrms_day_4128_cam2_ccd4_cand1cam2_ccd4.jpg,lc/lc_outcatrms_day_4128_cam2_ccd4_cand1.txt,408.6652,1215.3891
102,cam2_ccd3,o1a,4129,228.76561540086453,-57.72816805931799,,,sector102/multiple/lc_outcatrms_day_4129_cam2_ccd3_cand12cam2_ccd3.jpg,lc/lc_outcatrms_day_4129_cam2_ccd3_cand12.txt,1880.1669,1750.9663
102,cam2_ccd4,o1a,4129,215.31148123177425,-51.55372875520529,,,sector102/multiple/lc_outcatrms_day_4129_cam2_ccd4_cand2cam2_ccd4.jpg,lc/lc_outcatrms_day_4129_cam2_ccd4_cand2.txt,297.6859,121.8955
102,cam4_ccd2,o1a,4129,327.17835391711776,-68.09337643990442,,,sector102/multiple/lc_outcatrms_day_4129_cam4_ccd2_cand13cam4_ccd2.jpg,lc/lc_outcatrms_day_4129_cam4_ccd2_cand13.txt,144.7824,504.7387
102,cam3_ccd1,o1a,4130,268.0717026799237,-61.48109556017404,,,sector102/multiple/lc_outcatrms_day_4130_cam3_ccd1_cand5cam3_ccd1.jpg,lc/lc_outcatrms_day_4130_cam3_ccd1_cand5.txt,425.9807,741.3558
102,cam3_ccd3,o1a,4130,325.668279050383,-77.18852275415881,,,sector102/multiple/lc_outcatrms_day_4130_cam3_ccd3_cand11cam3_ccd3.jpg,lc/lc_outcatrms_day_4130_cam3_ccd3_cand11.txt,801.0877,615.3925
102,cam2_ccd4,o1a,4131,210.8401577510344,-53.28854652864089,,,sector102/multiple/lc_outcatrms_day_4131_cam2_ccd4_cand6cam2_ccd4.jpg,lc/lc_outcatrms_day_4131_cam2_ccd4_cand6.txt,859.9136,198.647
102,cam4_ccd1,o1a,4133,315.58959059970016,-58.050923771232284,,,sector102/multiple/lc_outcatrms_day_4133_cam4_ccd1_cand5cam4_ccd1.jpg,lc/lc_outcatrms_day_4133_cam4_ccd1_cand5.txt,342.0985,734.1432
102,cam4_ccd1,o1a,4134,320.16306219373666,-56.04812530559907,,,sector102/multiple/lc_outcatrms_day_4134_cam4_ccd1_cand7cam4_ccd1.jpg,lc/lc_outcatrms_day_4134_cam4_ccd1_cand7.txt,288.3969,1298.0517
102,cam4_ccd4,o1a,4134,338.09952474204977,-56.45269762304722,,,sector102/multiple/lc_outcatrms_day_4134_cam4_ccd4_cand6cam4_ccd4.jpg,lc/lc_outcatrms_day_4134_cam4_ccd4_cand6.txt,624.1919,1676.0321
102,cam1_ccd2,o1a,4135,220.73461792649235,-45.217622087980764,,,sector102/multiple/lc_outcatrms_day_4135_cam1_ccd2_cand2cam1_ccd2.jpg,lc/lc_outcatrms_day_4135_cam1_ccd2_cand2.txt,763.8135,589.6903
102,cam1_ccd4,o1a,4135,197.26735749759524,-31.004548965627162,,,sector102/multiple/lc_outcatrms_day_4135_cam1_ccd4_cand36cam1_ccd4.jpg,lc/lc_outcatrms_day_4135_cam1_ccd4_cand36.txt,1222.045,111.4724
102,cam2_ccd4,o1a,4135,211.38316817446295,-57.77477809425217,,,sector102/multiple/lc_outcatrms_day_4135_cam2_ccd4_cand27cam2_ccd4.jpg,lc/lc_outcatrms_day_4135_cam2_ccd4_cand27.txt,1099.1525,957.0664
102,cam2_ccd4,o1a,4135,217.75126977043217,-56.58379846167245,,,sector102/multiple/lc_outcatrms_day_4135_cam2_ccd4_cand28cam2_ccd4.jpg,lc/lc_outcatrms_day_4135_cam2_ccd4_cand28.txt,468.633,1032.0123
102,cam4_ccd1,o1a,4135,323.8303692456843,-63.26563472804157,,,sector102/multiple/lc_outcatrms_day_4135_cam4_ccd1_cand8cam4_ccd1.jpg,lc/lc_outcatrms_day_4135_cam4_ccd1_cand8.txt,1507.892,838.3712
102,cam3_ccd2,o1a,4136,241.15554966146152,-76.9412577914591,,,sector102/multiple/lc_outcatrms_day_4136_cam3_ccd2_cand36cam3_ccd2.jpg,lc/lc_outcatrms_day_4136_cam3_ccd2_cand36.txt,1376.3262,562.7033
102,cam3_ccd4,o1a,4137,297.7979400493174,-63.64251501219839,,,sector102/multiple/lc_outcatrms_day_4137_cam3_ccd4_cand27cam3_ccd4.jpg,lc/lc_outcatrms_day_4137_cam3_ccd4_cand27.txt,1402.5135,1075.7451
102,cam4_ccd1,o1a,4137,318.61624130829597,-61.39735680811063,,,sector102/multiple/lc_outcatrms_day_4137_cam4_ccd1_cand12cam4_ccd1.jpg,lc/lc_outcatrms_day_4137_cam4_ccd1_cand12.txt,996.1589,669.2168
102,cam4_ccd4,o1a,4137,345.44918966852185,-51.93949629421484,,,sector102/multiple/lc_outcatrms_day_4137_cam4_ccd4_cand13cam4_ccd4.jpg,lc/lc_outcatrms_day_4137_cam4_ccd4_cand13.txt,508.5522,602.5966
102,cam1_ccd4,o1a,4138,195.56029265248924,-35.81636756049556,,,sector102/multiple/lc_outcatrms_day_4138_cam1_ccd4_cand48cam1_ccd4.jpg,lc/lc_outcatrms_day_4138_cam1_ccd4_cand48.txt,1674.7079,875.7059
102,cam4_ccd1,o1a,4138,317.78850494801554,-64.11109640624868,,,sector102/multiple/lc_outcatrms_day_4138_cam4_ccd1_cand14cam4_ccd1.jpg,lc/lc_outcatrms_day_4138_cam4_ccd1_cand14.txt,1360.8306,359.3762
102,cam4_ccd1,o1a,4138,324.65225748876884,-61.72582486988853,,,sector102/multiple/lc_outcatrms_day_4138_cam4_ccd1_cand18cam4_ccd1.jpg,lc/lc_outcatrms_day_4138_cam4_ccd1_cand18.txt,1337.9688,1053.198
102,cam1_ccd1,o2a,4140,205.56432762536275,-49.67663845445088,,,sector102/multiple/lc_outcatrms_day_4140_cam1_ccd1_cand0cam1_ccd1.jpg,lc/lc_outcatrms_day_4140_cam1_ccd1_cand0.txt,989.9583,645.7984
102,cam1_ccd2,o2a,4141,222.453986369354,-44.12760139405049,,,sector102/multiple/lc_outcatrms_day_4141_cam1_ccd2_cand127cam1_ccd2.jpg,lc/lc_outcatrms_day_4141_cam1_ccd2_cand127.txt,1045.2634,640.6477
102,cam2_ccd1,o2a,4141,218.66720662315905,-64.79568172859274,,,sector102/multiple/lc_outcatrms_day_4141_cam2_ccd1_cand18cam2_ccd1.jpg,lc/lc_outcatrms_day_4141_cam2_ccd1_cand18.txt,1071.4831,1893.7055
102,cam2_ccd3,o2a,4141,239.81348325535555,-51.77665120248822,,,sector102/multiple/lc_outcatrms_day_4141_cam2_ccd3_cand36cam2_ccd3.jpg,lc/lc_outcatrms_day_4141_cam2_ccd3_cand36.txt,367.0148,1721.3991
102,cam3_ccd1,o2a,4141,255.28206536934042,-67.83934235548301,,,sector102/multiple/lc_outcatrms_day_4141_cam3_ccd1_cand30cam3_ccd1.jpg,lc/lc_outcatrms_day_4141_cam3_ccd1_cand30.txt,1816.4254,272.4686
102,cam3_ccd2,o2a,4141,272.5931020734238,-73.76556989893609,,,sector102/multiple/lc_outcatrms_day_4141_cam3_ccd2_cand53cam3_ccd2.jpg,lc/lc_outcatrms_day_4141_cam3_ccd2_cand53.txt,272.4983,1553.3365
102,cam4_ccd2,o2a,4141,345.00052177526305,-67.8212542735072,,,sector102/multiple/lc_outcatrms_day_4141_cam4_ccd2_cand49cam4_ccd2.jpg,lc/lc_outcatrms_day_4141_cam4_ccd2_cand49.txt,963.2645,1316.9554
102,cam1_ccd1,o2a,4142,213.00573831685313,-50.59951258173566,,,sector102/multiple/lc_outcatrms_day_4142_cam1_ccd1_cand15cam1_ccd1.jpg,lc/lc_outcatrms_day_4142_cam1_ccd1_cand15.txt,1695.5133,173.9345
102,cam2_ccd1,o2a,4142,246.0078979285791,-68.72747977545939,,,sector102/multiple/lc_outcatrms_day_4142_cam2_ccd1_cand19cam2_ccd1.jpg,lc/lc_outcatrms_day_4142_cam2_ccd1_cand19.txt,2033.0136,171.0775
102,cam3_ccd4,o2a,4142,297.24524157604225,-62.02651442071776,,,sector102/multiple/lc_outcatrms_day_4142_cam3_ccd4_cand39cam3_ccd4.jpg,lc/lc_outcatrms_day_4142_cam3_ccd4_cand39.txt,1695.4328,1056.1703
102,cam1_ccd2,o2a,4143,226.1097241389248,-45.52567704126034,,,sector102/multiple/lc_outcatrms_day_4143_cam1_ccd2_cand136cam1_ccd2.jpg,lc/lc_outcatrms_day_4143_cam1_ccd2_cand136.txt,1309.9733,168.4093
102,cam1_ccd2,o2a,4143,228.389314763116,-43.22750181183292,,,sector102/multiple/lc_outcatrms_day_4143_cam1_ccd2_cand137cam1_ccd2.jpg,lc/lc_outcatrms_day_4143_cam1_ccd2_cand137.txt,1787.7481,331.1165
102,cam2_ccd4,o2a,4143,208.0315936375858,-54.22032156444917,,,sector102/multiple/lc_outcatrms_day_4143_cam2_ccd4_cand46cam2_ccd4.jpg,lc/lc_outcatrms_day_4143_cam2_ccd4_cand46.txt,1194.6622,240.9677
102,cam2_ccd4,o2a,4143,201.82564203746907,-58.141325622329944,,,sector102/multiple/lc_outcatrms_day_4143_cam2_ccd4_cand48cam2_ccd4.jpg,lc/lc_outcatrms_day_4143_cam2_ccd4_cand48.txt,1990.9681,716.1575
102,cam3_ccd1,o2a,4143,270.0503279514053,-68.59672011574095,,,sector102/multiple/lc_outcatrms_day_4143_cam3_ccd1_cand38cam3_ccd1.jpg,lc/lc_outcatrms_day_4143_cam3_ccd1_cand38.txt,1605.7551,1217.5817
102,cam4_ccd3,o2a,4143,2.907263827856702,-61.815344502522315,,,sector102/multiple/lc_outcatrms_day_4143_cam4_ccd3_cand61cam4_ccd3.jpg,lc/lc_outcatrms_day_4143_cam4_ccd3_cand61.txt,437.1519,1386.7161
102,cam1_ccd1,o2a,4144,203.58180380909755,-50.30279997836494,,,sector102/multiple/lc_outcatrms_day_4144_cam1_ccd1_cand39cam1_ccd1.jpg,lc/lc_outcatrms_day_4144_cam1_ccd1_cand39.txt,738.3907,609.9082
102,cam1_ccd2,o2a,4144,223.70682768272906,-36.47561605096432,,,sector102/multiple/lc_outcatrms_day_4144_cam1_ccd2_cand144cam1_ccd2.jpg,lc/lc_outcatrms_day_4144_cam1_ccd2_cand144.txt,1887.397,1689.4539
102,cam2_ccd4,o2a,4144,200.18038581170305,-56.09223031924298,,,sector102/multiple/lc_outcatrms_day_4144_cam2_ccd4_cand53cam2_ccd4.jpg,lc/lc_outcatrms_day_4144_cam2_ccd4_cand53.txt,2078.9135,307.9767
102,cam4_ccd2,o2a,4144,324.24118348921877,-70.05479084147025,,,sector102/multiple/lc_outcatrms_day_4144_cam4_ccd2_cand61cam4_ccd2.jpg,lc/lc_outcatrms_day_4144_cam4_ccd2_cand61.txt,300.7264,136.8719
102,cam4_ccd2,o2a,4144,349.0650949293835,-75.75345114567241,,,sector102/multiple/lc_outcatrms_day_4144_cam4_ccd2_cand63cam4_ccd2.jpg,lc/lc_outcatrms_day_4144_cam4_ccd2_cand63.txt,1936.9232,216.3072
